,,,,,,,,,,,,,,,,
DESIGN NO,OLD VARIANT,CATEGORY,SUB CATEGORY,GENDER,COLLECTION,MULTI SIZE,METAL COLOUR,PORTFOLIO TYPE,SOLITAIRE SLAB_FROM,SOLITAIRE SLAB_TO,SIZE FROM,SIZE TO,PURITY,Color,Last Updation Date,Item Creation Date
DRF9561,RF1243,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,,4-20-2024
DRF9481,RF6097,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",,,4-20-2024
DOBF8124,BF1125,WRIST WEAR,Oval Bangle,Female,Generic,2.2,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.14-0.17,-,2.4,"10KT,14KT,18KT,9KT",,,4-19-2024
DRM9035,RM1264,RING,Male Ring,Male,Now & Forever,22,"Rose,Rose White Rhodium,White,Yellow,Yellow White,Yellow White Rhodium",Divine (DSJ),0.10-0.13,1.70-1.99,-,34.5,"10KT,14KT,18KT,9KT",,4-19-2024,4-19-2024
DRF9386,RF5022,RING,Female Ring,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.30-0.38,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,4-18-2024,2-21-2024
DRF9386,RF5022,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.30-0.38,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,4-18-2024,4-18-2024
DPF8294,PF6046,NECKWEAR,Female Pendant,Female,Setu Collection,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,4-18-2024,4-18-2024
DMF8779,MF3006,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,4-17-2024
DRM8944,RM1132,RING,Male Ring,Male,Generic,19,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,1.50-1.69,-,20.5,"10KT,14KT,18KT,9KT",Yellow,,4-20-2024
DRF9386,RF5022,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.30-0.38,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,4-19-2024,4-19-2024
DRM8913,RM1154,RING,Male Ring,Male,Generic,18,"Rose,White,Yellow",Divine (DSJ),0.60-0.69,0.60-0.69,18,18,"10KT,14KT,18KT,9KT",Yellow,,4-19-2024
DOBF8132,OBF3011,WRIST WEAR,Oval Bangle,Female,Generic,"24""","Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.18-0.22,-,2.4,"10KT,14KT,18KT,9KT",Rose,,4-18-2024
DRF10261,,RING,Female Ring,Female,Generic,12.5,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.18-0.22,4,16,18KT,,4-20-2024,4-20-2024
DRF9560,RF1238,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.23-0.29,9.5,31.5,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,4-17-2024
DRF8823,RF3118,RING,Female Ring,Female,Setu Collection,16,"Rose White,Yellow,Yellow White",Divine (DSJ),0.23-0.29,0.60-0.69,4,16,"10KT,14KT,18KT,9KT",Yellow White,4-20-2024,4-20-2024
DRM8942,RM1121,RING,Male Ring,Male,Generic,14,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.18-0.22,14,20,"10KT,14KT,18KT,9KT",Yellow,4-19-2024,4-18-2024
DRF9756,RF1655,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,,4-22-2024
DRF9640,RF1450,RING,Female Ring,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,18,"10KT,14KT,18KT,9KT",Yellow,,4-19-2024
DRF9647,RF1506,RING,Female Ring,Female,Generic,8,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",Rose,,4-20-2024
DRM9030,RM1253,RING,Male Ring,Male,Generic,24,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.50-0.59,24,24,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,4-17-2024
DOBF8124,BF1125,WRIST WEAR,Oval Bangle,Female,Generic,2.4,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.14-0.17,-,2.4,"10KT,14KT,18KT,9KT",,,4-18-2024
DPF9596,PF1255,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.14-0.17,-,-,"10KT,14KT,18KT,9KT",,,4-17-2024
DOBF8125,BF1126,WRIST WEAR,Oval Bangle,Female,Generic,2.4,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,2.4,"10KT,14KT,18KT,9KT",,,4-19-2024
DMF8783,MF3019,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Rose,,4-22-2024
DRF8237,RF1811,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",Rose,4-20-2024,2-21-2024
DRF10333,,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.18-0.22,4,19,18KT,,4-24-2024,4-24-2024
DRM8911,RM1150,RING,Male Ring,Male,Generic,21,"Rose,Rose White Rhodium,White,Yellow,Yellow White Rhodium",Divine (DSJ),0.23-0.29,0.70-0.79,21,24,"10KT,14KT,18KT,9KT",Yellow,4-22-2024,4-22-2024
DRM8919,RM1175,RING,Male Ring,Male,Generic,19,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.23-0.29,21,21,"10KT,14KT,18KT,9KT",Yellow,,4-20-2024
DEF8983,EF3029,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Yellow,,4-23-2024
DRF8461,RF2105,RING,Female Ring,Female,Engagement,8,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",,,4-22-2024
NRM10317,,RING,Male Ring,Male,Generic,18,"Rose,White,Yellow",Non-Divine (NDSJ),1.00-1.23,1.00-1.23,14,26,18KT,,4-22-2024,4-22-2024
DEM9363,EM3005,EARRING,Male Earring,Male,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.60-0.69,0.60-0.69,-,-,"10KT,14KT,18KT,9KT",Yellow,,4-23-2024
DRM9233,RM3029,RING,Male Ring,Male,Generic,20,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.23-0.29,0.30-0.38,19,20,"10KT,14KT,18KT,9KT",,,4-23-2024
DNK8519,NK1127,NECKWEAR,Necklaces,Female,Generic,16inch,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.50-0.59,-,-,"10KT,14KT,18KT,9KT",,,4-23-2024
DPF9489,PF1119,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,,4-22-2024
DRM8926,RM1197,RING,Male Ring,Male,Generic,18,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.30-0.38,15,26,"10KT,14KT,18KT,9KT",Yellow,4-23-2024,4-4-2024
DRF8237,RF1811,RING,Female Ring,Female,Generic,15,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",Yellow,4-20-2024,4-20-2024
DRM9347,RM3140,RING,Male Ring,Female,Generic,22,"Rose White,Yellow,Yellow White",Divine (DSJ),0.39-0.44,2.50-2.99,23,32,"10KT,14KT,18KT,9KT",,4-23-2024,4-23-2024
DRM9021,RM1238,RING,Male Ring,Male,Generic,21,"Rose,Rose White,Rose White Rhodium,White,Yellow,Yellow White Rhodium",Divine (DSJ),0.30-0.38,0.30-0.38,20,20,"10KT,14KT,18KT,9KT",,,4-22-2024
DRM8932,RM1217,RING,Male Ring,Male,Generic,20,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,1.24-1.49,22,22,"10KT,14KT,18KT,9KT",,4-23-2024,4-23-2024
DLN10213,,NECKWEAR,Lariats/Chain Pendant,Female,Generic,16inch,"Rose,White,Yellow",Divine (DSJ),0.60-0.69,0.60-0.69,-,-,18KT,,4-23-2024,4-23-2024
DEF9307,EF3249,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.18-0.22,-,-,"10KT,14KT,18KT,9KT",,,4-23-2024
DRF8350,RF1987,RING,Female Ring,Female,Now & Forever,10,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,8,13,"10KT,14KT,18KT,9KT",Yellow,,4-23-2024
DRF9652,RF1514,RING,Female Ring,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,1.00-1.23,4,16,"10KT,14KT,18KT,9KT",Yellow,,4-23-2024
DRM9144,RM3006,RING,Male Ring,Male,Generic,18,"Rose,Rose White,Rose White Rhodium,White,Yellow,Yellow White Rhodium",Divine (DSJ),0.23-0.29,0.45-0.49,18,18,"10KT,14KT,18KT,9KT",Yellow White Rhodium,4-22-2024,4-22-2024
DRM9027,RM1244,RING,Male Ring,Male,Generic,16,"Rose,Rose White,Rose White Rhodium,White,White Rose,Yellow,Yellow White,Yellow White Rhodium",Divine (DSJ),0.39-0.44,0.70-0.79,16,18.5,"10KT,14KT,18KT,9KT",Yellow,4-20-2024,4-20-2024
DPF9700,PF3069,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",,4-22-2024,4-22-2024
DRM9236,RM3032,RING,Male Ring,Male,Generic,26.5,"Rose,Rose White Rhodium,White,White Yellow,Yellow,Yellow White Rhodium",Divine (DSJ),0.30-0.38,0.30-0.38,22,22,"10KT,14KT,18KT,9KT",Yellow,4-22-2024,4-20-2024
DRF9553,RF1165,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,4-23-2024,4-23-2024
DEF8717,EF1380,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,4-22-2024,4-22-2024
DRF9555,RF1212,RING,Female Ring,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,4,16,"10KT,14KT,18KT,9KT",Yellow,,4-23-2024
DRF10501,,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.23-0.29,4,19,18KT,,,5-10-2024
DRF8960,RF3163,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,6,17,"10KT,14KT,18KT,9KT",,4-23-2024,4-23-2024
DEF9313,EF3256,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.18-0.22,-,-,"10KT,14KT,18KT,9KT",,,4-22-2024
DRF8237,RF1811,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",Yellow,4-22-2024,4-22-2024
DCF8901,RF1983,RING,Couple Female Ring,Female,Now & Forever,16,"Rose,White,Yellow",Divine (DSJ),0.39-0.44,0.50-0.59,4,16,"10KT,14KT,18KT,9KT",,,4-22-2024
DRF8694,RF3056,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.45-0.49,4,20.5,"10KT,14KT,18KT,9KT",Yellow,4-20-2024,3-21-2024
DRF8366,RF2034,RING,Female Ring,Female,Engagement,9,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Rose,,4-22-2024
DRF9061,RF3199,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.30-0.38,2.50-2.99,12,12,"10KT,14KT,18KT,9KT",,4-22-2024,4-22-2024
DEF10316,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.39-0.44,-,-,18KT,,,4-22-2024
DRF10323,,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.50-0.59,0.50-0.59,4,19,18KT,,,4-23-2024
DRF10325,,RING,Female Ring,Female,Now & Forever,14,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.18-0.22,0.45-0.49,4,19,18KT,,,4-23-2024
DRF8351,RF1989,RING,Female Ring,Female,Now & Forever,14,"Rose,White,Yellow",Divine (DSJ),0.30-0.38,0.50-0.59,4,16,"10KT,14KT,18KT,9KT",,4-20-2024,4-19-2024
DRF10013,RF1856,RING,Female Ring,Female,Generic,11.5,,Divine (DSJ),,,,,,White,,4-22-2024
DOBF8307,OBF3031,WRIST WEAR,Oval Bangle,Female,Generic,2.4,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",,,4-22-2024
DEF9434,EF3343,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",,,4-23-2024
DRF8710,rf3105,RING,Female Ring,Female,Generic,9,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.50-0.59,6,17,"10KT,14KT,18KT,9KT",Yellow,,4-20-2024
DRF8242,RF1830,RING,Female Ring,Female,Beyond Beauty,11,"Rose,White,Yellow",Divine (DSJ),,,4,16,"10KT,14KT,18KT,9KT",Yellow,,4-22-2024
DOBF8124,BF1125,WRIST WEAR,Oval Bangle,Female,Generic,2.2,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.14-0.17,-,2.4,"10KT,14KT,18KT,9KT",,,4-20-2024
DRM9039,RM1271,RING,Male Ring,Male,Generic,24,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.23-0.29,22,22,"10KT,14KT,18KT,9KT",Yellow,,4-23-2024
DRF9060,RF3198,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.30-0.38,2.50-2.99,9,16,"10KT,14KT,18KT,9KT",Yellow,4-23-2024,4-23-2024
DRF8256,RF1864,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",,4-23-2024,4-23-2024
DRF8562,RF3006,RING,Female Ring,Female,Generic,12,"Rose,Rose White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.10-0.13,0.18-0.22,9,16,"10KT,14KT,18KT,9KT",White,4-20-2024,2-21-2024
DRM9030,RM1253,RING,Male Ring,Male,Generic,24,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.50-0.59,24,24,"10KT,14KT,18KT,9KT",Yellow,,4-23-2024
DRF8568,RF3013,RING,Female Ring,Female,Generic,10,"Rose,Rose White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.10-0.13,2.50-2.99,10,12,"10KT,14KT,18KT,9KT",Yellow,4-22-2024,4-22-2024
DEF8598,EF1333,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,,4-22-2024
DRM9018,RM1235,RING,Male Ring,Male,Generic,19,"Rose,Rose White Rhodium,White,Yellow,Yellow White,Yellow White Rhodium",Divine (DSJ),0.23-0.29,0.23-0.29,22,35,"10KT,14KT,18KT,9KT",Rose White Rhodium,4-22-2024,4-20-2024
DEF8580,EF1285,EARRING,Female Earring,Female,Ballerina,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.18-0.22,-,-,"10KT,14KT,18KT,9KT",White,5-9-2024,2-21-2024
DRF10319,,RING,Female Ring,Female,Now & Forever,14,"Rose,White,Yellow,Yellow White",Divine (DSJ),0.23-0.29,0.45-0.49,4,19,18KT,,4-23-2024,4-23-2024
DRM9022,RM1239,RING,Male Ring,Male,Generic,19,"Rose,Rose White,Rose White Rhodium,White,Yellow,Yellow White,Yellow White Rhodium",Divine (DSJ),0.18-0.22,0.23-0.29,22,34,"10KT,14KT,18KT,9KT",White,,4-22-2024
DRM9254,RM3085,RING,Male Ring,Male,Enamel Generic,22,"White,Yellow",Divine (DSJ),0.30-0.38,2.50-2.99,22,35,"10KT,14KT,18KT,9KT",Yellow,4-22-2024,4-22-2024
DCM8773,CM3033,RING,Couple Male Ring,Male,Now & Forever,21,"Rose White,Yellow,Yellow White",Divine (DSJ),0.10-0.13,0.39-0.44,-,21,"10KT,14KT,18KT,9KT",Yellow,,4-23-2024
DRM9141,RM3003,RING,Male Ring,Male,Generic,20,"Rose,Rose White Rhodium,White,Yellow,Yellow White,Yellow White Rhodium",Divine (DSJ),0.23-0.29,0.45-0.49,23,35,"10KT,14KT,18KT,9KT",,,4-22-2024
DRF8258,RF1866,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,10,12,"10KT,14KT,18KT,9KT",Yellow,4-22-2024,4-22-2024
DRM9156,RM3020,RING,Male Ring,Male,Generic,22,"Rose,Rose White,White,Yellow,Yellow White",Divine (DSJ),0.14-0.17,0.30-0.38,22,22,"10KT,14KT,18KT,9KT",Yellow,4-22-2024,4-22-2024
DRF9559,RF1228,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,11,23,"10KT,14KT,18KT,9KT",,4-22-2024,4-22-2024
DBR8907,BF3021,WRIST WEAR,Chain Bracelets,Female,Generic,6INCH,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,4-20-2024,4-20-2024
DRF8563,RF3007,RING,Female Ring,Female,Generic,10,"Rose,Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.10-0.13,0.70-0.79,4,16,"10KT,14KT,18KT,9KT",Yellow White,,4-22-2024
DCF8900,RF1979,RING,Couple Female Ring,Female,Now & Forever,10,"Rose White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.18-0.22,0.70-0.79,4,16,"10KT,14KT,18KT,9KT",Yellow,,4-22-2024
DRF9167,RF3304,RING,Female Ring,Female,Ballerina,11,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,10,29,"10KT,14KT,18KT,9KT",Rose,4-22-2024,4-22-2024
DRF8461,RF2105,RING,Female Ring,Female,Engagement,16,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",,,4-22-2024
DRM9347,RM3140,RING,Male Ring,Female,Generic,23,"Rose White,Yellow,Yellow White",Divine (DSJ),0.39-0.44,2.50-2.99,23,32,"10KT,14KT,18KT,9KT",,,4-22-2024
DRF9174,RF3326,RING,Female Ring,Female,Ballerina,10,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,10,17,"10KT,14KT,18KT,9KT",Rose,4-22-2024,4-22-2024
DRM9228,RM3024,RING,Male Ring,Male,Generic,22,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.23-0.29,0.60-0.69,-,30.5,"10KT,14KT,18KT,9KT",Yellow,4-22-2024,4-22-2024
DEF10405,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,-,-,18KT,,,5-7-2024
DEF10420,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,18KT,,,5-7-2024
DRM9127,RM1324,RING,Male Ring,Male,Generic,20,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,20,29,"10KT,14KT,18KT,9KT",Yellow,4-22-2024,4-22-2024
DRF8353,RF2001,RING,Female Ring,Female,Engagement,14,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,2.00-2.49,5.5,6.5,"10KT,14KT,18KT,9KT",Yellow,,4-22-2024
DRF8364,RF2032,RING,Female Ring,Female,Engagement,14,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",,4-22-2024,4-22-2024
DRF8364,RF2032,RING,Female Ring,Female,Engagement,10,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",,4-22-2024,4-2-2024
DRF8980,RF3191,RING,Female Ring,Female,Generic,14,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.70-0.79,4,16,"10KT,14KT,18KT,9KT",Yellow,4-23-2024,4-23-2024
DRF9770,RF1680,RING,Female Ring,Female,Generic,8,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,13,20,"10KT,14KT,18KT,9KT",,4-22-2024,4-22-2024
DRF8560,RF3004,RING,Female Ring,Female,Generic,8,"Rose,Rose White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.10-0.13,2.50-2.99,10,21,"10KT,14KT,18KT,9KT",White,,4-22-2024
DEF9222,EF3223,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.18-0.22,-,-,"10KT,14KT,18KT,9KT",,,4-22-2024
DRF10319,,RING,Female Ring,Female,Now & Forever,14,"Rose,White,Yellow,Yellow White",Divine (DSJ),0.23-0.29,0.45-0.49,4,19,18KT,,,4-22-2024
DRF10311,,RING,Female Ring,Female,Generic,8,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.45-0.49,4,19,18KT,,4-22-2024,4-22-2024
DRF8967,RF3173,RING,Female Ring,Female,Generic,15,"Rose,White,Yellow",Divine (DSJ),0.50-0.59,2.50-2.99,6,17,"10KT,14KT,18KT,9KT",,5-6-2024,4-22-2024
DRF8270,RF1802,RING,Female Ring,Female,Generic,9,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,2.50-2.99,9,11,"10KT,14KT,18KT,9KT",White,,4-22-2024
DEF8862,EF1482,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",,4-22-2024,4-22-2024
DRM9236,RM3032,RING,Male Ring,Male,Generic,22,"Rose,Rose White Rhodium,White,White Yellow,Yellow,Yellow White Rhodium",Divine (DSJ),0.30-0.38,0.30-0.38,22,22,"10KT,14KT,18KT,9KT",Yellow,,4-23-2024
DRF8256,RF1864,RING,Female Ring,Female,Generic,8,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,5-13-2024,4-22-2024
DRF8967,RF3173,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.50-0.59,2.50-2.99,6,17,"10KT,14KT,18KT,9KT",,5-6-2024,4-22-2024
DRF9059,RF3197,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.30-0.38,2.50-2.99,9,16,"10KT,14KT,18KT,9KT",,,4-23-2024
DCM8752,CM3059,RING,Couple Male Ring,Male,Now & Forever,21,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,1.24-1.49,10,26,"10KT,14KT,18KT,9KT",Yellow,,4-22-2024
DEF9119,EF3161,EARRING,Female Earring,Female,Generic,-,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.23-0.29,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",White,,4-22-2024
DRF8236,RF1809,RING,Female Ring,Female,Generic,9,"Rose,White,Yellow",Divine (DSJ),0.39-0.44,2.50-2.99,9,11,"10KT,14KT,18KT,9KT",Yellow,,4-22-2024
DRM10308,,RING,Male Ring,Male,Generic,23,"Rose White Rhodium,Yellow White,Yellow White Rhodium",Divine (DSJ),0.30-0.38,0.39-0.44,23,23,"10KT,14KT,18KT",Yellow White Rhodium,,4-20-2024
DRF9179,RF3355,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.18-0.22,12,12,"10KT,14KT,18KT,9KT",,4-22-2024,4-22-2024
DRM9133,RM1377,RING,Male Ring,Male,Engagement,18,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.50-0.59,20,21,"10KT,14KT,18KT,9KT",,,4-23-2024
DRF8190,RF1755,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",Rose,4-22-2024,4-22-2024
DRF9551,RF1152,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.39-0.44,0.45-0.49,12,15,"10KT,14KT,18KT,9KT",Yellow,4-23-2024,4-23-2024
DRF8270,RF1802,RING,Female Ring,Female,Generic,9,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,2.50-2.99,9,11,"10KT,14KT,18KT,9KT",White,4-22-2024,4-22-2024
DRM9144,RM3006,RING,Male Ring,Male,Generic,22,"Rose,Rose White,Rose White Rhodium,White,Yellow,Yellow White Rhodium",Divine (DSJ),0.23-0.29,0.45-0.49,18,18,"10KT,14KT,18KT,9KT",Yellow White Rhodium,4-20-2024,3-29-2024
DRF8249,RF1847,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,11,15,"10KT,14KT,18KT,9KT",Yellow,4-22-2024,4-22-2024
DRF8167,RF1682,RING,Female Ring,Female,Generic,14,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Rose,,4-20-2024
DRF9064,RF3204,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),,,4,16,"10KT,14KT,18KT,9KT",Rose,,4-22-2024
DRM9025,RM1242,RING,Male Ring,Male,Generic,21,"Rose,Rose White,Rose White Rhodium,White,Yellow,Yellow White Rhodium",Divine (DSJ),0.30-0.38,0.30-0.38,20,20,"10KT,14KT,18KT,9KT",Yellow,,4-23-2024
DRM9029,RM1246,RING,Male Ring,Male,Generic,22,"Rose,Rose White Rhodium,White,Yellow,Yellow White,Yellow White Rhodium",Divine (DSJ),0.30-0.38,0.60-0.69,22,22,"10KT,14KT,18KT,9KT",,4-22-2024,4-22-2024
DPF9603,PF1270,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,,4-23-2024
DBR8905,BF3019,WRIST WEAR,Chain Bracelets,Female,Generic,6.5'',"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.70-0.79,6.5'',"7.25""","10KT,14KT,18KT,9KT",Rose,4-22-2024,4-22-2024
DRF9647,RF1506,RING,Female Ring,Female,Generic,19,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",Rose,,4-23-2024
